"CodTransaccion","NroFormulario","codcampus","Marca","Categoria","tipo","Valor Unitario","Proveedor","NroSerial","EmpresaResponsable","Estado","Ubicacion","Nombre","codebar",
"001","001","cp00001","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39173","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00001*",
"002","002","mon00002","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070723","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00002*",
"003","003","te00003","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091706","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00003*",
"004","004","mou00004","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00004*",
"005","005","cp00005","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39208","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00005*",
"006","006","mon00006","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070880","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00006*",
"007","007","te00007","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090718","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00007*",
"008","008","mou00008","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00008*",
"009","009","cp00009","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39182","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00009*",
"010","010","mon00010","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070018","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00010*",
"011","011","te00011","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090717","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00011*",
"012","012","mou00012","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00012*",
"013","013","cp00013","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39190","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00013*",
"014","014","mon00014","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070876","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00014*",
"015","015","te00015","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090719","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00015*",
"016","016","mou00016","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00016*",
"017","017","cp00017","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39186","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00017*",
"018","018","mon00018","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070838","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00018*",
"019","019","te00019","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091718","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00019*",
"020","020","mou00020","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00020*",
"021","021","cp00021","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39198","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00021*",
"022","022","mon00022","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070638","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00022*",
"023","023","te00023","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091719","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00023*",
"024","024","mou00024","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00024*",
"025","025","cp00025","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","102SN55107","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00025*",
"026","026","mon00026","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070037","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00026*",
"027","027","te00027","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091731","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00027*",
"028","028","mou00028","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00028*",
"029","029","cp00029","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","102SN55106","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00029*",
"030","030","mon00030","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070115","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00030*",
"031","031","te00031","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091732","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00031*",
"032","032","mou00032","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00032*",
"033","033","cp00033","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39204","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00033*",
"034","034","mon00034","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070874","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00034*",
"035","035","te00035","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090731","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00035*",
"036","036","mou00036","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00036*",
"037","037","cp00037","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39214","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00037*",
"038","038","mon00038","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070105","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00038*",
"039","039","te00039","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090732","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00039*",
"040","040","mou00040","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00040*",
"041","041","cp00041","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39189","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00041*",
"042","042","mon00042","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070010","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00042*",
"043","043","te00043","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091733","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00043*",
"044","044","mou00044","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00044*",
"045","045","cp00045","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39223","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00045*",
"046","046","mon00046","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070109","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00046*",
"047","047","te00047","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090703","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00047*",
"048","048","mou00048","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00048*",
"049","049","cp00049","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39229","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00049*",
"050","050","mon00050","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070502","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00050*",
"051","051","te00051","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090708","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00051*",
"052","052","mou00052","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00052*",
"053","053","cp00053","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39178","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00053*",
"054","054","mon00054","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070136","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00054*",
"055","055","te00055","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091708","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00055*",
"056","056","mou00056","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00056*",
"057","057","cp00057","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39196","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00057*",
"058","058","mon00058","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070001","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00058*",
"059","059","te00059","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091707","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00059*",
"060","060","mou00060","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00060*",
"061","061","cp00061","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","102SN55081","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00061*",
"062","062","mon00062","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070846","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00062*",
"063","063","te00063","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090709","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00063*",
"064","064","mou00064","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00064*",
"065","065","cp00065","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39183","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00065*",
"066","066","mon00066","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070211","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00066*",
"067","067","te00067","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091709","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00067*",
"068","068","mou00068","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00068*",
"069","069","cp00069","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","102SN55098","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00069*",
"070","070","mon00070","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070733","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00070*",
"071","071","te00071","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090710","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00071*",
"072","072","mou00072","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00072*",
"073","073","cp00073","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","102SN55108","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00073*",
"074","074","mon00074","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070287","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00074*",
"075","075","te00075","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091748","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00075*",
"076","076","mou00076","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00076*",
"077","077","cp00077","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39224","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00077*",
"078","078","mon00078","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070629","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00078*",
"079","079","te00079","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090748","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00079*",
"080","080","mou00080","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","FKG23344T556","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00080*",
"081","081","cp00081","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39179","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00081*",
"082","082","mon00082","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070188","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00082*",
"083","083","te00083","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090749","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00083*",
"084","084","mou00084","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00084*",
"085","085","cp00085","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","102SN55092","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00085*",
"086","086","mon00086","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070050","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00086*",
"087","087","te00087","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090705","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00087*",
"088","088","mou00088","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00088*",
"089","089","cp00089","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39187","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00089*",
"090","090","mon00090","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070663","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00090*",
"091","091","te00091","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090733","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00091*",
"092","092","mou00092","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00092*",
"093","093","cp00093","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39200","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00093*",
"094","094","mon00094","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070705","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00094*",
"095","095","te00095","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091705","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00095*",
"096","096","mou00096","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00096*",
"097","097","cp00097","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","102SN55091","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00097*",
"098","098","mon00098","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070754","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00098*",
"099","099","te00099","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091701","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00099*",
"100","100","mou00100","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00100*",
"101","101","cp00101","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39237","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00101*",
"102","102","mon00102","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070394","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00102*",
"103","103","te00103","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091751","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00103*",
"104","104","mou00104","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00104*",
"105","105","cp00105","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","102SN55099","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00105*",
"106","106","mon00106","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070683","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00106*",
"107","107","te00107","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090751","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00107*",
"108","108","mou00108","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00108*",
"109","109","cp00109","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39184","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00109*",
"110","110","mon00110","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070520","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00110*",
"111","111","te00111","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091717","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00111*",
"112","112","mou00112","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00112*",
"113","113","cp00113","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39180","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00113*",
"114","114","mon00114","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070374","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00114*",
"115","115","te00115","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090704","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00115*",
"116","116","mou00116","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00116*",
"117","117","cp00117","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39199","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00117*",
"118","118","mon00118","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070711","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00118*",
"119","119","te00119","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091715","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00119*",
"120","120","mou00120","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00120*",
