"CodTransaccion","NroFormulario","codcampus","Marca","Categoria","tipo","Valor Unitario","Proveedor","NroSerial","EmpresaResponsable","Estado","Ubicacion","Nombre","codebar",
"121","121","cp00121","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","102SN55105","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00121*",
"122","122","mon00122","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070043","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00122*",
"123","123","te00123","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","UD18J2C00169","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00123*",
"124","124","mou00124","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00124*",
"125","125","cp00125","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","102SN55097","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00125*",
"126","126","mon00126","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070151","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00126*",
"127","127","te00127","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090716","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00127*",
"128","128","mou00128","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00128*",
"129","129","cp00129","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","102SN55104","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00129*",
"130","130","mon00130","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070127","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00130*",
"131","131","te00131","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090715","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00131*",
"132","132","mou00132","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00132*",
"133","133","cp00133","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","102SN55084","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00133*",
"134","134","mon00134","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070029","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00134*",
"135","135","te00135","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091714","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00135*",
"136","136","mou00136","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00136*",
"137","137","cp00137","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39194","Campuslands","0","Salon Sputnik","cp-Bodg50-9051-900-0017 GMR ESC   ","*00137*",
"138","138","mon00138","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070135","Campuslands","0","Salon Sputnik","mon-Bodg50-9051-900-0017 GMR ESC   ","*00138*",
"139","139","te00139","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090714","Campuslands","0","Salon Sputnik","te-Bodg50-9051-900-0017 GMR ESC   ","*00139*",
"140","140","mou00140","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","mou-Bodg50-9051-900-0017 GMR ESC   ","*00140*",
"141","141","cp00141","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Sputnik","cp-Bodg50-9048-900-0044 GMRESC R3","*00141*",
"142","142","cp00142","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39175","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00142*",
"143","143","mon00143","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070257","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00143*",
"144","144","te00144","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091739","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00144*",
"145","145","mou00145","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00145*",
"146","146","cp00146","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39206","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00146*",
"147","147","mon00147","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070609","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00147*",
"148","148","te00148","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091743","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00148*",
"149","149","mou00149","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00149*",
"150","150","cp00150","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39212","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00150*",
"151","151","mon00151","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070778","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00151*",
"152","152","te00152","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090742","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00152*",
"153","153","mou00153","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00153*",
"154","154","cp00154","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39217","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00154*",
"155","155","mon00155","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070069","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00155*",
"156","156","te00156","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091742","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00156*",
"157","157","mou00157","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00157*",
"158","158","cp00158","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39203","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00158*",
"159","159","mon00159","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070349","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00159*",
"160","160","te00160","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090743","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00160*",
"161","161","mou00161","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00161*",
"162","162","cp00162","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39201","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00162*",
"163","163","mon00163","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070004","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00163*",
"164","164","te00164","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091710","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00164*",
"165","165","mou00165","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00165*",
"166","166","cp00166","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39207","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00166*",
"167","167","mon00167","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070727","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00167*",
"168","168","te00168","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090728","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00168*",
"169","169","mou00169","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00169*",
"170","170","cp00170","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39170","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00170*",
"171","171","mon00171","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070063","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00171*",
"172","172","te00172","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090729","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00172*",
"173","173","mou00173","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00173*",
"174","174","cp00174","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39193","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00174*",
"175","175","mon00175","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070203","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00175*",
"176","176","te00176","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091734","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00176*",
"177","177","mou00177","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00177*",
"178","178","cp00178","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39213","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00178*",
"179","179","mon00179","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070517","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00179*",
"180","180","te00180","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090735","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00180*",
"181","181","mou00181","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00181*",
"182","182","cp00182","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39197","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00182*",
"183","183","mon00183","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070007","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00183*",
"184","184","te00184","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090734","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00184*",
"185","185","mou00185","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00185*",
"186","186","cp00186","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","102SN55078","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00186*",
"187","187","mon00187","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070008","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00187*",
"188","188","te00188","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090750","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00188*",
"189","189","mou00189","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00189*",
"190","190","cp00190","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","102SN55085","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00190*",
"191","191","mon00191","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070117","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00191*",
"192","192","te00192","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00192*",
"193","193","mou00193","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00193*",
"194","194","cp00194","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39233","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00194*",
"195","195","mon00195","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070277","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00195*",
"196","196","te00196","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090713","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00196*",
"197","197","mou00197","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00197*",
"198","198","cp00198","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","102SN55082","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00198*",
"199","199","mon00199","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070406","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00199*",
"200","200","te00200","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091712","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00200*",
"201","201","mou00201","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00201*",
"202","202","cp00202","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","102SN55101","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00202*",
"203","203","mon00203","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070557","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00203*",
"204","204","te00204","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091711","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00204*",
"205","205","mou00205","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00205*",
"206","206","cp00206","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39192","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00206*",
"207","207","mon00207","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070853","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00207*",
"208","208","te00208","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090712","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00208*",
"209","209","mou00209","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00209*",
"210","210","cp00210","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39181","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00210*",
"211","211","mon00211","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070893","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00211*",
"212","212","te00212","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090711","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00212*",
"213","213","mou00213","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00213*",
"214","214","cp00214","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39195","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00214*",
"215","215","mon00215","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070898","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00215*",
"216","216","te00216","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091741","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00216*",
"217","217","mou00217","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00217*",
"218","218","cp00218","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39232","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00218*",
"219","219","mon00219","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070400","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00219*",
"220","220","te00220","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091740","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00220*",
"221","221","mou00221","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00221*",
"222","222","cp00222","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39231","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00222*",
"223","223","mon00223","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070761","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00223*",
"224","224","te00224","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090739","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00224*",
"225","225","mou00225","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00225*",
"226","226","cp00226","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39171","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00226*",
"227","227","mon00227","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070534","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00227*",
"228","228","te00228","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090741","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00228*",
"229","229","mou00229","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00229*",
"230","230","cp00230","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39220","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00230*",
"231","231","mon00231","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070017","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00231*",
"232","232","te00232","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091750","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00232*",
"233","233","mou00233","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00233*",
"234","234","cp00234","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","102SN55100","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00234*",
"235","235","mon00235","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070281","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00235*",
"236","236","te00236","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091749","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00236*",
"237","237","mou00237","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00237*",
"238","238","cp00238","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39236","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00238*",
"239","239","mon00239","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070205","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00239*",
"240","240","te00240","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130090740","Campuslands","0","Salon Apolo","te-Bodg50-9048-900-0044 GMRESC R3","*00240*",
"241","241","mou00241","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","KBM130091713 ","Campuslands","0","Salon Apolo","mou-Bodg50-9048-900-0044 GMRESC R3","*00241*",
"242","242","cp00242","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","400SN39216","Campuslands","0","Salon Apolo","cp-Bodg50-9048-900-0044 GMRESC R3","*00242*",
"243","243","mon00243","COMPUMAX","EQUIPO DE COMPUTO","mon","11000","Compumax Computer ","COM2024CM21070041","Campuslands","0","Salon Apolo","mon-Bodg50-9048-900-0044 GMRESC R3","*00243*",
